date,city,service_id,service_name,booking_count,day_of_week,is_weekend,month,day_of_month
2026-03-07,Bengaluru,srv-move-01,Moving & Heavy Lifting Assistance,6,Saturday,1,3,7
2026-03-07,Bengaluru,srv-paint-01,Wall Painting & Waterproofing,5,Saturday,1,3,7
2026-03-07,Bengaluru,srv-pest-01,Organic Pest Control,7,Saturday,1,3,7
2026-03-07,Bengaluru,srv-plumb-01,Plumbing Repair & Leakage Fix,12,Saturday,1,3,7
2026-03-07,Bengaluru,srv-soc-clean-01,Society Common Area Sanitization,3,Saturday,1,3,7
2026-03-07,Bengaluru,srv-soc-event-01,Community Event Sound & Electrical Setup,6,Saturday,1,3,7
2026-03-07,Bengaluru,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,3,Saturday,1,3,7
2026-03-07,Bhopal,srv-ac-01,AC Deep Foam Jet Servicing,5,Saturday,1,3,7
2026-03-07,Bhopal,srv-carp-01,Carpentry & Furniture Assembly,4,Saturday,1,3,7
2026-03-07,Bhopal,srv-clean-01,Full Home Deep Cleaning,11,Saturday,1,3,7
2026-03-07,Bhopal,srv-cook-01,Home Chef & Meal Preparation,4,Saturday,1,3,7
2026-03-07,Bhopal,srv-elder-01,Elder Assistance & Companionship,3,Saturday,1,3,7
2026-03-07,Bhopal,srv-elec-01,Electrical Repair & Wiring,5,Saturday,1,3,7
2026-03-07,Bhopal,srv-garden-01,Gardening & Balcony Greenery,6,Saturday,1,3,7
2026-03-07,Bhopal,srv-move-01,Moving & Heavy Lifting Assistance,5,Saturday,1,3,7
2026-03-07,Bhopal,srv-paint-01,Wall Painting & Waterproofing,3,Saturday,1,3,7
2026-03-07,Bhopal,srv-pest-01,Organic Pest Control,3,Saturday,1,3,7
2026-03-07,Bhopal,srv-plumb-01,Plumbing Repair & Leakage Fix,6,Saturday,1,3,7
2026-03-07,Bhopal,srv-soc-clean-01,Society Common Area Sanitization,2,Saturday,1,3,7
2026-03-07,Bhopal,srv-soc-event-01,Community Event Sound & Electrical Setup,3,Saturday,1,3,7
2026-03-07,Bhopal,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,1,Saturday,1,3,7
2026-03-07,Chennai,srv-ac-01,AC Deep Foam Jet Servicing,7,Saturday,1,3,7
2026-03-07,Chennai,srv-carp-01,Carpentry & Furniture Assembly,6,Saturday,1,3,7
2026-03-07,Chennai,srv-clean-01,Full Home Deep Cleaning,15,Saturday,1,3,7
2026-03-07,Chennai,srv-cook-01,Home Chef & Meal Preparation,6,Saturday,1,3,7
2026-03-07,Chennai,srv-elder-01,Elder Assistance & Companionship,4,Saturday,1,3,7
2026-03-07,Chennai,srv-elec-01,Electrical Repair & Wiring,8,Saturday,1,3,7
2026-03-07,Chennai,srv-garden-01,Gardening & Balcony Greenery,7,Saturday,1,3,7
2026-03-07,Chennai,srv-move-01,Moving & Heavy Lifting Assistance,5,Saturday,1,3,7
2026-03-07,Chennai,srv-paint-01,Wall Painting & Waterproofing,4,Saturday,1,3,7
2026-03-07,Chennai,srv-pest-01,Organic Pest Control,5,Saturday,1,3,7
2026-03-07,Chennai,srv-plumb-01,Plumbing Repair & Leakage Fix,9,Saturday,1,3,7
2026-03-07,Chennai,srv-soc-clean-01,Society Common Area Sanitization,3,Saturday,1,3,7
2026-03-07,Chennai,srv-soc-event-01,Community Event Sound & Electrical Setup,5,Saturday,1,3,7
2026-03-07,Chennai,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,2,Saturday,1,3,7
2026-03-07,Coimbatore,srv-ac-01,AC Deep Foam Jet Servicing,6,Saturday,1,3,7
2026-03-07,Coimbatore,srv-carp-01,Carpentry & Furniture Assembly,5,Saturday,1,3,7
2026-03-07,Coimbatore,srv-clean-01,Full Home Deep Cleaning,12,Saturday,1,3,7
2026-03-07,Coimbatore,srv-cook-01,Home Chef & Meal Preparation,5,Saturday,1,3,7
2026-03-07,Coimbatore,srv-elder-01,Elder Assistance & Companionship,5,Saturday,1,3,7
2026-03-07,Coimbatore,srv-elec-01,Electrical Repair & Wiring,5,Saturday,1,3,7
2026-03-07,Coimbatore,srv-garden-01,Gardening & Balcony Greenery,6,Saturday,1,3,7
2026-03-07,Coimbatore,srv-move-01,Moving & Heavy Lifting Assistance,9,Saturday,1,3,7
2026-03-07,Coimbatore,srv-paint-01,Wall Painting & Waterproofing,3,Saturday,1,3,7
2026-03-07,Coimbatore,srv-pest-01,Organic Pest Control,4,Saturday,1,3,7
2026-03-07,Coimbatore,srv-plumb-01,Plumbing Repair & Leakage Fix,6,Saturday,1,3,7
2026-03-07,Coimbatore,srv-soc-clean-01,Society Common Area Sanitization,2,Saturday,1,3,7
2026-03-07,Coimbatore,srv-soc-event-01,Community Event Sound & Electrical Setup,4,Saturday,1,3,7
2026-03-07,Coimbatore,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,1,Saturday,1,3,7
2026-03-07,Delhi NCR,srv-ac-01,AC Deep Foam Jet Servicing,10,Saturday,1,3,7
2026-03-07,Delhi NCR,srv-carp-01,Carpentry & Furniture Assembly,9,Saturday,1,3,7
2026-03-07,Delhi NCR,srv-clean-01,Full Home Deep Cleaning,19,Saturday,1,3,7
2026-03-07,Delhi NCR,srv-cook-01,Home Chef & Meal Preparation,7,Saturday,1,3,7
2026-03-07,Delhi NCR,srv-elder-01,Elder Assistance & Companionship,5,Saturday,1,3,7
2026-03-07,Delhi NCR,srv-elec-01,Electrical Repair & Wiring,9,Saturday,1,3,7
2026-03-07,Delhi NCR,srv-garden-01,Gardening & Balcony Greenery,10,Saturday,1,3,7
2026-03-07,Delhi NCR,srv-move-01,Moving & Heavy Lifting Assistance,8,Saturday,1,3,7
2026-03-07,Delhi NCR,srv-paint-01,Wall Painting & Waterproofing,5,Saturday,1,3,7
2026-03-07,Delhi NCR,srv-pest-01,Organic Pest Control,6,Saturday,1,3,7
2026-03-07,Delhi NCR,srv-plumb-01,Plumbing Repair & Leakage Fix,8,Saturday,1,3,7
2026-03-07,Delhi NCR,srv-soc-clean-01,Society Common Area Sanitization,4,Saturday,1,3,7
2026-03-07,Delhi NCR,srv-soc-event-01,Community Event Sound & Electrical Setup,6,Saturday,1,3,7
2026-03-07,Delhi NCR,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,3,Saturday,1,3,7
2026-03-07,Gurugram,srv-ac-01,AC Deep Foam Jet Servicing,6,Saturday,1,3,7
2026-03-07,Gurugram,srv-carp-01,Carpentry & Furniture Assembly,6,Saturday,1,3,7
2026-03-07,Gurugram,srv-clean-01,Full Home Deep Cleaning,11,Saturday,1,3,7
2026-03-07,Gurugram,srv-cook-01,Home Chef & Meal Preparation,6,Saturday,1,3,7
2026-03-07,Gurugram,srv-elder-01,Elder Assistance & Companionship,5,Saturday,1,3,7
2026-03-07,Gurugram,srv-elec-01,Electrical Repair & Wiring,7,Saturday,1,3,7
2026-03-07,Gurugram,srv-garden-01,Gardening & Balcony Greenery,6,Saturday,1,3,7
2026-03-07,Gurugram,srv-move-01,Moving & Heavy Lifting Assistance,5,Saturday,1,3,7
2026-03-07,Gurugram,srv-paint-01,Wall Painting & Waterproofing,4,Saturday,1,3,7
2026-03-07,Gurugram,srv-pest-01,Organic Pest Control,5,Saturday,1,3,7
2026-03-07,Gurugram,srv-plumb-01,Plumbing Repair & Leakage Fix,8,Saturday,1,3,7
2026-03-07,Gurugram,srv-soc-clean-01,Society Common Area Sanitization,2,Saturday,1,3,7
2026-03-07,Gurugram,srv-soc-event-01,Community Event Sound & Electrical Setup,5,Saturday,1,3,7
2026-03-07,Gurugram,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,2,Saturday,1,3,7
2026-03-07,Hyderabad,srv-ac-01,AC Deep Foam Jet Servicing,8,Saturday,1,3,7
2026-03-07,Hyderabad,srv-carp-01,Carpentry & Furniture Assembly,6,Saturday,1,3,7
2026-03-07,Hyderabad,srv-clean-01,Full Home Deep Cleaning,16,Saturday,1,3,7
2026-03-07,Hyderabad,srv-cook-01,Home Chef & Meal Preparation,7,Saturday,1,3,7
2026-03-07,Hyderabad,srv-elder-01,Elder Assistance & Companionship,4,Saturday,1,3,7
2026-03-07,Hyderabad,srv-elec-01,Electrical Repair & Wiring,7,Saturday,1,3,7
2026-03-07,Hyderabad,srv-garden-01,Gardening & Balcony Greenery,7,Saturday,1,3,7
2026-03-07,Hyderabad,srv-move-01,Moving & Heavy Lifting Assistance,6,Saturday,1,3,7
2026-03-07,Hyderabad,srv-paint-01,Wall Painting & Waterproofing,4,Saturday,1,3,7
2026-03-07,Hyderabad,srv-pest-01,Organic Pest Control,5,Saturday,1,3,7
2026-03-07,Hyderabad,srv-plumb-01,Plumbing Repair & Leakage Fix,11,Saturday,1,3,7
2026-03-07,Hyderabad,srv-soc-clean-01,Society Common Area Sanitization,3,Saturday,1,3,7
2026-03-07,Hyderabad,srv-soc-event-01,Community Event Sound & Electrical Setup,5,Saturday,1,3,7
2026-03-07,Hyderabad,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,2,Saturday,1,3,7
2026-03-07,Indore,srv-ac-01,AC Deep Foam Jet Servicing,6,Saturday,1,3,7
2026-03-07,Indore,srv-carp-01,Carpentry & Furniture Assembly,5,Saturday,1,3,7
2026-03-07,Indore,srv-clean-01,Full Home Deep Cleaning,11,Saturday,1,3,7
2026-03-07,Indore,srv-cook-01,Home Chef & Meal Preparation,5,Saturday,1,3,7
2026-03-07,Indore,srv-elder-01,Elder Assistance & Companionship,3,Saturday,1,3,7
2026-03-07,Indore,srv-elec-01,Electrical Repair & Wiring,5,Saturday,1,3,7
2026-03-07,Indore,srv-garden-01,Gardening & Balcony Greenery,7,Saturday,1,3,7
2026-03-07,Indore,srv-move-01,Moving & Heavy Lifting Assistance,5,Saturday,1,3,7
2026-03-07,Indore,srv-paint-01,Wall Painting & Waterproofing,3,Saturday,1,3,7
2026-03-07,Indore,srv-pest-01,Organic Pest Control,4,Saturday,1,3,7
2026-03-07,Indore,srv-plumb-01,Plumbing Repair & Leakage Fix,6,Saturday,1,3,7
2026-03-07,Indore,srv-soc-clean-01,Society Common Area Sanitization,2,Saturday,1,3,7
2026-03-07,Indore,srv-soc-event-01,Community Event Sound & Electrical Setup,3,Saturday,1,3,7
2026-03-07,Indore,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,1,Saturday,1,3,7
2026-03-07,Jaipur,srv-ac-01,AC Deep Foam Jet Servicing,6,Saturday,1,3,7
2026-03-07,Jaipur,srv-carp-01,Carpentry & Furniture Assembly,6,Saturday,1,3,7
2026-03-07,Jaipur,srv-clean-01,Full Home Deep Cleaning,10,Saturday,1,3,7
2026-03-07,Jaipur,srv-cook-01,Home Chef & Meal Preparation,6,Saturday,1,3,7
2026-03-07,Jaipur,srv-elder-01,Elder Assistance & Companionship,4,Saturday,1,3,7
2026-03-07,Jaipur,srv-elec-01,Electrical Repair & Wiring,7,Saturday,1,3,7
2026-03-07,Jaipur,srv-garden-01,Gardening & Balcony Greenery,11,Saturday,1,3,7
2026-03-07,Jaipur,srv-move-01,Moving & Heavy Lifting Assistance,5,Saturday,1,3,7
2026-03-07,Jaipur,srv-paint-01,Wall Painting & Waterproofing,4,Saturday,1,3,7
2026-03-07,Jaipur,srv-pest-01,Organic Pest Control,4,Saturday,1,3,7
2026-03-07,Jaipur,srv-plumb-01,Plumbing Repair & Leakage Fix,7,Saturday,1,3,7
2026-03-07,Jaipur,srv-soc-clean-01,Society Common Area Sanitization,2,Saturday,1,3,7
2026-03-07,Jaipur,srv-soc-event-01,Community Event Sound & Electrical Setup,4,Saturday,1,3,7
2026-03-07,Jaipur,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,2,Saturday,1,3,7
2026-03-07,Kochi,srv-ac-01,AC Deep Foam Jet Servicing,5,Saturday,1,3,7
2026-03-07,Kochi,srv-carp-01,Carpentry & Furniture Assembly,5,Saturday,1,3,7
2026-03-07,Kochi,srv-clean-01,Full Home Deep Cleaning,10,Saturday,1,3,7
2026-03-07,Kochi,srv-cook-01,Home Chef & Meal Preparation,5,Saturday,1,3,7
2026-03-07,Kochi,srv-elder-01,Elder Assistance & Companionship,3,Saturday,1,3,7
2026-03-07,Kochi,srv-elec-01,Electrical Repair & Wiring,6,Saturday,1,3,7
2026-03-07,Kochi,srv-garden-01,Gardening & Balcony Greenery,6,Saturday,1,3,7
2026-03-07,Kochi,srv-move-01,Moving & Heavy Lifting Assistance,5,Saturday,1,3,7
2026-03-07,Kochi,srv-paint-01,Wall Painting & Waterproofing,3,Saturday,1,3,7
2026-03-07,Kochi,srv-pest-01,Organic Pest Control,4,Saturday,1,3,7
2026-03-07,Kochi,srv-plumb-01,Plumbing Repair & Leakage Fix,6,Saturday,1,3,7
2026-03-07,Kochi,srv-soc-clean-01,Society Common Area Sanitization,2,Saturday,1,3,7
2026-03-07,Kochi,srv-soc-event-01,Community Event Sound & Electrical Setup,4,Saturday,1,3,7
2026-03-07,Kochi,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,2,Saturday,1,3,7
2026-03-07,Kolkata,srv-ac-01,AC Deep Foam Jet Servicing,9,Saturday,1,3,7
2026-03-07,Kolkata,srv-carp-01,Carpentry & Furniture Assembly,6,Saturday,1,3,7
2026-03-07,Kolkata,srv-clean-01,Full Home Deep Cleaning,15,Saturday,1,3,7
2026-03-07,Kolkata,srv-cook-01,Home Chef & Meal Preparation,7,Saturday,1,3,7
2026-03-07,Kolkata,srv-elder-01,Elder Assistance & Companionship,6,Saturday,1,3,7
2026-03-07,Kolkata,srv-elec-01,Electrical Repair & Wiring,8,Saturday,1,3,7
2026-03-07,Kolkata,srv-garden-01,Gardening & Balcony Greenery,8,Saturday,1,3,7
2026-03-07,Kolkata,srv-move-01,Moving & Heavy Lifting Assistance,9,Saturday,1,3,7
2026-03-07,Kolkata,srv-paint-01,Wall Painting & Waterproofing,5,Saturday,1,3,7
2026-03-07,Kolkata,srv-pest-01,Organic Pest Control,7,Saturday,1,3,7
2026-03-07,Kolkata,srv-plumb-01,Plumbing Repair & Leakage Fix,7,Saturday,1,3,7
2026-03-07,Kolkata,srv-soc-clean-01,Society Common Area Sanitization,3,Saturday,1,3,7
2026-03-07,Kolkata,srv-soc-event-01,Community Event Sound & Electrical Setup,5,Saturday,1,3,7
2026-03-07,Kolkata,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,2,Saturday,1,3,7
2026-03-07,Lucknow,srv-ac-01,AC Deep Foam Jet Servicing,7,Saturday,1,3,7
2026-03-07,Lucknow,srv-carp-01,Carpentry & Furniture Assembly,6,Saturday,1,3,7
2026-03-07,Lucknow,srv-clean-01,Full Home Deep Cleaning,11,Saturday,1,3,7
2026-03-07,Lucknow,srv-cook-01,Home Chef & Meal Preparation,6,Saturday,1,3,7
2026-03-07,Lucknow,srv-elder-01,Elder Assistance & Companionship,4,Saturday,1,3,7
2026-03-07,Lucknow,srv-elec-01,Electrical Repair & Wiring,6,Saturday,1,3,7
2026-03-07,Lucknow,srv-garden-01,Gardening & Balcony Greenery,6,Saturday,1,3,7
2026-03-07,Lucknow,srv-move-01,Moving & Heavy Lifting Assistance,4,Saturday,1,3,7
2026-03-07,Lucknow,srv-paint-01,Wall Painting & Waterproofing,3,Saturday,1,3,7
2026-03-07,Lucknow,srv-pest-01,Organic Pest Control,4,Saturday,1,3,7
2026-03-07,Lucknow,srv-plumb-01,Plumbing Repair & Leakage Fix,7,Saturday,1,3,7
2026-03-07,Lucknow,srv-soc-clean-01,Society Common Area Sanitization,3,Saturday,1,3,7
2026-03-07,Lucknow,srv-soc-event-01,Community Event Sound & Electrical Setup,4,Saturday,1,3,7
2026-03-07,Lucknow,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,2,Saturday,1,3,7
2026-03-07,Mumbai,srv-ac-01,AC Deep Foam Jet Servicing,9,Saturday,1,3,7
2026-03-07,Mumbai,srv-carp-01,Carpentry & Furniture Assembly,11,Saturday,1,3,7
2026-03-07,Mumbai,srv-clean-01,Full Home Deep Cleaning,17,Saturday,1,3,7
2026-03-07,Mumbai,srv-cook-01,Home Chef & Meal Preparation,8,Saturday,1,3,7
2026-03-07,Mumbai,srv-elder-01,Elder Assistance & Companionship,5,Saturday,1,3,7
2026-03-07,Mumbai,srv-elec-01,Electrical Repair & Wiring,11,Saturday,1,3,7
2026-03-07,Mumbai,srv-garden-01,Gardening & Balcony Greenery,11,Saturday,1,3,7
2026-03-07,Mumbai,srv-move-01,Moving & Heavy Lifting Assistance,6,Saturday,1,3,7
2026-03-07,Mumbai,srv-paint-01,Wall Painting & Waterproofing,5,Saturday,1,3,7
2026-03-07,Mumbai,srv-pest-01,Organic Pest Control,7,Saturday,1,3,7
2026-03-07,Mumbai,srv-plumb-01,Plumbing Repair & Leakage Fix,11,Saturday,1,3,7
2026-03-07,Mumbai,srv-soc-clean-01,Society Common Area Sanitization,4,Saturday,1,3,7
2026-03-07,Mumbai,srv-soc-event-01,Community Event Sound & Electrical Setup,6,Saturday,1,3,7
2026-03-07,Mumbai,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,3,Saturday,1,3,7
2026-03-07,Nagpur,srv-ac-01,AC Deep Foam Jet Servicing,10,Saturday,1,3,7
2026-03-07,Nagpur,srv-carp-01,Carpentry & Furniture Assembly,5,Saturday,1,3,7
2026-03-07,Nagpur,srv-clean-01,Full Home Deep Cleaning,12,Saturday,1,3,7
2026-03-07,Nagpur,srv-cook-01,Home Chef & Meal Preparation,4,Saturday,1,3,7
2026-03-07,Nagpur,srv-elder-01,Elder Assistance & Companionship,3,Saturday,1,3,7
2026-03-07,Nagpur,srv-elec-01,Electrical Repair & Wiring,5,Saturday,1,3,7
2026-03-07,Nagpur,srv-garden-01,Gardening & Balcony Greenery,7,Saturday,1,3,7
2026-03-07,Nagpur,srv-move-01,Moving & Heavy Lifting Assistance,5,Saturday,1,3,7
2026-03-07,Nagpur,srv-paint-01,Wall Painting & Waterproofing,3,Saturday,1,3,7
2026-03-07,Nagpur,srv-pest-01,Organic Pest Control,4,Saturday,1,3,7
2026-03-07,Nagpur,srv-plumb-01,Plumbing Repair & Leakage Fix,6,Saturday,1,3,7
2026-03-07,Nagpur,srv-soc-clean-01,Society Common Area Sanitization,2,Saturday,1,3,7
2026-03-07,Nagpur,srv-soc-event-01,Community Event Sound & Electrical Setup,4,Saturday,1,3,7
2026-03-07,Nagpur,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,1,Saturday,1,3,7
2026-03-07,Patna,srv-ac-01,AC Deep Foam Jet Servicing,5,Saturday,1,3,7
2026-03-07,Patna,srv-carp-01,Carpentry & Furniture Assembly,5,Saturday,1,3,7
2026-03-07,Patna,srv-clean-01,Full Home Deep Cleaning,9,Saturday,1,3,7
2026-03-07,Patna,srv-cook-01,Home Chef & Meal Preparation,4,Saturday,1,3,7
2026-03-07,Patna,srv-elder-01,Elder Assistance & Companionship,3,Saturday,1,3,7
2026-03-07,Patna,srv-elec-01,Electrical Repair & Wiring,5,Saturday,1,3,7
2026-03-07,Patna,srv-garden-01,Gardening & Balcony Greenery,6,Saturday,1,3,7
2026-03-07,Patna,srv-move-01,Moving & Heavy Lifting Assistance,4,Saturday,1,3,7
2026-03-07,Patna,srv-paint-01,Wall Painting & Waterproofing,3,Saturday,1,3,7
2026-03-07,Patna,srv-pest-01,Organic Pest Control,4,Saturday,1,3,7
2026-03-07,Patna,srv-plumb-01,Plumbing Repair & Leakage Fix,6,Saturday,1,3,7
2026-03-07,Patna,srv-soc-clean-01,Society Common Area Sanitization,2,Saturday,1,3,7
2026-03-07,Patna,srv-soc-event-01,Community Event Sound & Electrical Setup,3,Saturday,1,3,7
2026-03-07,Patna,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,1,Saturday,1,3,7
2026-03-07,Pune,srv-ac-01,AC Deep Foam Jet Servicing,8,Saturday,1,3,7
2026-03-07,Pune,srv-carp-01,Carpentry & Furniture Assembly,5,Saturday,1,3,7
2026-03-07,Pune,srv-clean-01,Full Home Deep Cleaning,12,Saturday,1,3,7
2026-03-07,Pune,srv-cook-01,Home Chef & Meal Preparation,6,Saturday,1,3,7
2026-03-07,Pune,srv-elder-01,Elder Assistance & Companionship,4,Saturday,1,3,7
2026-03-07,Pune,srv-elec-01,Electrical Repair & Wiring,6,Saturday,1,3,7
2026-03-07,Pune,srv-garden-01,Gardening & Balcony Greenery,6,Saturday,1,3,7
2026-03-07,Pune,srv-move-01,Moving & Heavy Lifting Assistance,5,Saturday,1,3,7
2026-03-07,Pune,srv-paint-01,Wall Painting & Waterproofing,3,Saturday,1,3,7
2026-03-07,Pune,srv-pest-01,Organic Pest Control,4,Saturday,1,3,7
2026-03-07,Pune,srv-plumb-01,Plumbing Repair & Leakage Fix,8,Saturday,1,3,7
2026-03-07,Pune,srv-soc-clean-01,Society Common Area Sanitization,3,Saturday,1,3,7
2026-03-07,Pune,srv-soc-event-01,Community Event Sound & Electrical Setup,5,Saturday,1,3,7
2026-03-07,Pune,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,2,Saturday,1,3,7
2026-03-07,Surat,srv-ac-01,AC Deep Foam Jet Servicing,6,Saturday,1,3,7
2026-03-07,Surat,srv-carp-01,Carpentry & Furniture Assembly,4,Saturday,1,3,7
2026-03-07,Surat,srv-clean-01,Full Home Deep Cleaning,12,Saturday,1,3,7
2026-03-07,Surat,srv-cook-01,Home Chef & Meal Preparation,4,Saturday,1,3,7
2026-03-07,Surat,srv-elder-01,Elder Assistance & Companionship,4,Saturday,1,3,7
2026-03-07,Surat,srv-elec-01,Electrical Repair & Wiring,6,Saturday,1,3,7
2026-03-07,Surat,srv-garden-01,Gardening & Balcony Greenery,6,Saturday,1,3,7
2026-03-07,Surat,srv-move-01,Moving & Heavy Lifting Assistance,4,Saturday,1,3,7
2026-03-07,Surat,srv-paint-01,Wall Painting & Waterproofing,3,Saturday,1,3,7
2026-03-07,Surat,srv-pest-01,Organic Pest Control,4,Saturday,1,3,7
2026-03-07,Surat,srv-plumb-01,Plumbing Repair & Leakage Fix,6,Saturday,1,3,7
2026-03-07,Surat,srv-soc-clean-01,Society Common Area Sanitization,2,Saturday,1,3,7
2026-03-07,Surat,srv-soc-event-01,Community Event Sound & Electrical Setup,4,Saturday,1,3,7
2026-03-07,Surat,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,1,Saturday,1,3,7
2026-03-07,Vadodara,srv-ac-01,AC Deep Foam Jet Servicing,5,Saturday,1,3,7
2026-03-07,Vadodara,srv-carp-01,Carpentry & Furniture Assembly,4,Saturday,1,3,7
2026-03-07,Vadodara,srv-clean-01,Full Home Deep Cleaning,11,Saturday,1,3,7
2026-03-07,Vadodara,srv-cook-01,Home Chef & Meal Preparation,5,Saturday,1,3,7
2026-03-07,Vadodara,srv-elder-01,Elder Assistance & Companionship,3,Saturday,1,3,7
2026-03-07,Vadodara,srv-elec-01,Electrical Repair & Wiring,5,Saturday,1,3,7
2026-03-07,Vadodara,srv-garden-01,Gardening & Balcony Greenery,6,Saturday,1,3,7
2026-03-07,Vadodara,srv-move-01,Moving & Heavy Lifting Assistance,4,Saturday,1,3,7
2026-03-07,Vadodara,srv-paint-01,Wall Painting & Waterproofing,3,Saturday,1,3,7
2026-03-07,Vadodara,srv-pest-01,Organic Pest Control,4,Saturday,1,3,7
2026-03-07,Vadodara,srv-plumb-01,Plumbing Repair & Leakage Fix,6,Saturday,1,3,7
2026-03-07,Vadodara,srv-soc-clean-01,Society Common Area Sanitization,2,Saturday,1,3,7
2026-03-07,Vadodara,srv-soc-event-01,Community Event Sound & Electrical Setup,4,Saturday,1,3,7
2026-03-07,Vadodara,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,1,Saturday,1,3,7
2026-03-07,Visakhapatnam,srv-ac-01,AC Deep Foam Jet Servicing,5,Saturday,1,3,7
2026-03-07,Visakhapatnam,srv-carp-01,Carpentry & Furniture Assembly,4,Saturday,1,3,7
2026-03-07,Visakhapatnam,srv-clean-01,Full Home Deep Cleaning,11,Saturday,1,3,7
2026-03-07,Visakhapatnam,srv-cook-01,Home Chef & Meal Preparation,5,Saturday,1,3,7
2026-03-07,Visakhapatnam,srv-elder-01,Elder Assistance & Companionship,4,Saturday,1,3,7
2026-03-07,Visakhapatnam,srv-elec-01,Electrical Repair & Wiring,6,Saturday,1,3,7
2026-03-07,Visakhapatnam,srv-garden-01,Gardening & Balcony Greenery,5,Saturday,1,3,7
2026-03-07,Visakhapatnam,srv-move-01,Moving & Heavy Lifting Assistance,4,Saturday,1,3,7
2026-03-07,Visakhapatnam,srv-paint-01,Wall Painting & Waterproofing,3,Saturday,1,3,7
2026-03-07,Visakhapatnam,srv-pest-01,Organic Pest Control,4,Saturday,1,3,7
2026-03-07,Visakhapatnam,srv-plumb-01,Plumbing Repair & Leakage Fix,5,Saturday,1,3,7
2026-03-07,Visakhapatnam,srv-soc-clean-01,Society Common Area Sanitization,2,Saturday,1,3,7
2026-03-07,Visakhapatnam,srv-soc-event-01,Community Event Sound & Electrical Setup,4,Saturday,1,3,7
2026-03-07,Visakhapatnam,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,1,Saturday,1,3,7
2026-03-08,Ahmedabad,srv-ac-01,AC Deep Foam Jet Servicing,6,Sunday,1,3,8
2026-03-08,Ahmedabad,srv-carp-01,Carpentry & Furniture Assembly,6,Sunday,1,3,8
2026-03-08,Ahmedabad,srv-clean-01,Full Home Deep Cleaning,12,Sunday,1,3,8
2026-03-08,Ahmedabad,srv-cook-01,Home Chef & Meal Preparation,5,Sunday,1,3,8
